,logistics,_id,area,weight,fee,time
264,常州顺丰,SF1319536253861,河南,1.32,4.8,2021-11-29
265,常州顺丰,SF1308309490476,河南,1.32,4.8,2021-11-29
266,常州顺丰,SF1319536293367,河南,1.32,4.8,2021-11-29
267,常州顺丰,SF1319536233363,河南,2.32,5.3,2021-11-29
268,常州顺丰,SF1319536213369,河南,2.32,5.3,2021-11-29
269,常州顺丰,SF1319536273169,湖北,1.32,4.8,2021-11-29
270,常州顺丰,SF1319536213262,湖北,1.32,4.8,2021-11-29
271,常州顺丰,SF1325755041088,江苏,1.32,4.8,2021-11-30
272,常州顺丰,SF1330607850277,河南,1.32,4.8,2021-11-29
273,常州顺丰,SF1325718963744,河南,1.8,4.8,2021-11-29
274,常州顺丰,SF1325718968482,河南,2.24,5.3,2021-11-29
275,常州顺丰,SF1330607850231,河南,1.32,4.8,2021-11-29
276,常州顺丰,SF1319476089253,河南,1.32,4.8,2021-11-29
277,常州顺丰,SF1330242327341,湖南,1.32,4.8,2021-11-30
278,常州顺丰,SF1300399393038,湖北,1.82,4.8,2021-11-30
279,常州顺丰,SF1330242327299,湖北,2.32,5.3,2021-11-30
280,常州顺丰,SF1325146640482,湖南,0.92,3.8,2021-11-30
281,常州顺丰,SF1309389893247,湖南,0.92,3.8,2021-11-30
282,常州顺丰,SF1309389893583,湖南,1.22,4.8,2021-11-30
283,常州顺丰,SF1309389893971,江西,1.22,4.8,2021-11-30
284,常州顺丰,SF1325146648919,江西,1.22,4.8,2021-11-30
285,常州顺丰,SF1330234636790,河南,0.92,3.8,2021-11-30
286,常州顺丰,SF1330249574557,河南,1.22,4.8,2021-11-29
287,常州顺丰,SF1319466142276,甘肃,1.8,4.8,2021-11-29
288,常州顺丰,SF1325713784974,甘肃,1.32,4.8,2021-11-29
289,常州顺丰,SF1325713784956,贵州,1.32,4.8,2021-11-29
290,常州顺丰,SF1319466142479,甘肃,2.32,5.3,2021-11-29
291,常州顺丰,SF1319476261623,甘肃,1.82,4.8,2021-11-29
292,常州顺丰,SF1325718647005,重庆,1.32,4.8,2021-11-29
293,常州顺丰,SF1325712236258,江苏,2.37,5.3,2021-11-29
294,常州顺丰,SF1300259291139,上海,1.22,4.8,2021-11-29
295,常州顺丰,SF1300259291218,上海,1.22,4.8,2021-11-29
296,常州顺丰,SF1319676038323,江苏,1.22,4.8,2021-11-30
297,常州顺丰,SF1319676038226,浙江,0.92,3.8,2021-11-30
298,常州顺丰,SF1319606315875,浙江,1.52,4.8,2021-11-29
299,常州顺丰,SF1325753066103,江苏,1.52,4.8,2021-11-29
300,常州顺丰,SF1325712234531,江苏,1.52,4.8,2021-11-29
301,常州顺丰,SF1319606334477,江苏,1.52,4.8,2021-11-29
302,常州顺丰,SF1319536283161,吉林,1.42,4.8,2021-11-29
303,常州顺丰,SF1325715042731,江苏,1.22,4.8,2021-11-29
304,常州顺丰,SF1330601113653,吉林,0.82,3.8,2021-11-29
305,常州顺丰,SF1319536243065,浙江,1.32,4.8,2021-11-29
306,常州顺丰,SF1330601113335,吉林,0.82,3.8,2021-11-29
307,常州顺丰,SF1319536262965,吉林,1.32,4.8,2021-11-29
308,常州顺丰,SF1308309490060,吉林,0.62,3.8,2021-11-29
309,常州顺丰,SF1330601112967,吉林,1.52,4.8,2021-11-29
310,常州顺丰,SF1325715040318,吉林,0.82,3.8,2021-11-29
311,常州顺丰,SF1325715042399,浙江,0.82,3.8,2021-11-29
312,常州顺丰,SF1308309399810,吉林,0.72,3.8,2021-11-29
313,常州顺丰,SF1330601113399,浙江,1.32,4.8,2021-11-29
314,常州顺丰,SF1319536292565,上海,1.12,4.8,2021-11-29
315,常州顺丰,SF1319536222366,吉林,1.32,4.8,2021-11-29
316,常州顺丰,SF1325715042292,浙江,1.32,4.8,2021-11-29
317,常州顺丰,SF1325715042265,吉林,2.52,5.3,2021-11-29
318,常州顺丰,SF1325715042229,吉林,1.82,4.8,2021-11-29
319,常州顺丰,SF1325715040802,吉林,0.82,3.8,2021-11-29
320,常州顺丰,SF1330601116019,浙江,2.32,5.3,2021-11-29
321,常州顺丰,SF1308309399680,吉林,1.32,4.8,2021-11-29
322,常州顺丰,SF1330601116189,吉林,0.82,3.8,2021-11-29
323,常州顺丰,SF1319536232368,吉林,1.32,4.8,2021-11-29
324,常州顺丰,SF1325751413404,贵州,1.32,4.8,2021-11-30
325,常州顺丰,SF1308309492615,吉林,1.12,4.8,2021-11-29
326,常州顺丰,SF1308309399722,江苏,0.82,3.8,2021-11-29
327,常州顺丰,SF1319536262064,上海,1.02,4.8,2021-11-29
328,常州顺丰,SF1325715040478,吉林,0.72,3.8,2021-11-29
329,常州顺丰,SF1330601115167,吉林,0.62,3.8,2021-11-29
330,常州顺丰,SF1319536277167,吉林,1.32,4.8,2021-11-29
331,常州顺丰,SF1308309491984,吉林,1.27,4.8,2021-11-29
332,常州顺丰,SF1325715048387,吉林,0.62,3.8,2021-11-29
333,常州顺丰,SF1330601115185,江苏,0.92,3.8,2021-11-29
334,常州顺丰,SF1319536206669,吉林,0.77,3.8,2021-11-29
335,常州顺丰,SF1330601116531,吉林,1.14,4.8,2021-11-29
336,常州顺丰,SF1319536226460,吉林,0.92,3.8,2021-11-29
337,常州顺丰,SF1330601115097,江苏,2.4,5.3,2021-11-29
338,常州顺丰,SF1325715046111,上海,1.6,4.8,2021-11-29
339,常州顺丰,SF1308309193789,河南,0.33,3.8,2021-11-29
340,常州顺丰,SF1330601172800,吉林,0.89,3.8,2021-11-29
341,常州顺丰,SF1302699791942,河北,2.42,5.3,2021-11-30
342,常州顺丰,SF1325719883623,河北,1.32,4.8,2021-11-29
343,常州顺丰,SF1325753955726,河北,0.92,3.8,2021-11-29
344,常州顺丰,SF1330249400437,河北,1.22,4.8,2021-11-29
345,常州顺丰,SF1301349293447,北京,1.22,4.8,2021-11-29
346,常州顺丰,SF1302699293678,吉林,1.82,4.8,2021-11-30
347,常州顺丰,SF1302699293669,吉林,1.32,4.8,2021-11-30
348,常州顺丰,SF1319077810057,吉林,1.32,4.8,2021-11-30
349,常州顺丰,SF1319077880053,吉林,1.32,4.8,2021-11-30
350,常州顺丰,SF1319077840054,吉林,1.32,4.8,2021-11-30
351,常州顺丰,SF1302699293817,吉林,1.32,4.8,2021-11-30
352,常州顺丰,SF1325122122738,吉林,1.32,4.8,2021-11-30
353,常州顺丰,SF1302699792036,河北,1.32,4.8,2021-11-30
354,常州顺丰,SF1319077830051,吉林,1.32,4.8,2021-11-30
355,常州顺丰,SF1330234643136,吉林,1.32,4.8,2021-11-30
356,常州顺丰,SF1330606579026,河北,1.82,4.8,2021-11-29
357,常州顺丰,SF1319486613432,河北,0.92,3.8,2021-11-29
358,常州顺丰,SF1330606575470,河北,0.92,3.8,2021-11-29
359,常州顺丰,SF1325718526942,天津,0.92,3.8,2021-11-29
360,常州顺丰,SF1325718526960,河北,0.92,3.8,2021-11-29
361,常州顺丰,SF1325718526360,河北,0.92,3.8,2021-11-29
362,常州顺丰,SF1325718526615,天津,2.32,5.3,2021-11-29
363,常州顺丰,SF1319486672838,河北,2.32,5.3,2021-11-29
364,常州顺丰,SF1330606579257,河北,2.32,5.3,2021-11-29
365,常州顺丰,SF1319486682337,河北,0.62,3.8,2021-11-29
366,常州顺丰,SF1319486622236,河北,1.32,4.8,2021-11-29
367,常州顺丰,SF1319486672034,河北,1.32,4.8,2021-11-29
368,常州顺丰,SF1325718524130,北京,1.32,4.8,2021-11-29
369,常州顺丰,SF1325718524758,河北,1.32,4.8,2021-11-29
370,常州顺丰,SF1319676524324,辽宁,2.8,5.3,2021-11-30
371,常州顺丰,SF1308379391920,江苏,2.32,5.3,2021-11-30
372,常州顺丰,SF1319676255186,江苏,2.32,5.3,2021-11-30
373,常州顺丰,SF1325714301200,河南,0.8,3.8,2021-11-29
374,常州顺丰,SF1302239392675,河南,0.92,3.8,2021-11-29
375,常州顺丰,SF1325714301476,河南,2.32,5.3,2021-11-29
376,常州顺丰,SF1330242327632,湖南,2.32,5.3,2021-11-30
377,常州顺丰,SF1325146688627,湖南,2.32,5.3,2021-11-30
378,常州顺丰,SF1330242326797,湖南,2.32,5.3,2021-11-30
379,常州顺丰,SF1330242327192,湖南,0.82,3.8,2021-11-30
380,常州顺丰,SF1325775520645,甘肃,0.82,3.8,2021-11-29
381,常州顺丰,SF1319416229556,吉林,2.82,5.3,2021-11-29
382,常州顺丰,SF1319416239751,天津,2.82,5.3,2021-11-29
383,常州顺丰,SF1330609692544,河北,1.32,4.8,2021-11-29
384,常州顺丰,SF1319416885464,江苏,2.32,5.3,2021-11-29
385,常州顺丰,SF1319416805465,江苏,1.32,4.8,2021-11-29
386,常州顺丰,SF1300229298691,江苏,1.32,4.8,2021-11-29
387,常州顺丰,SF1330609245944,江苏,1.32,4.8,2021-11-29
388,常州顺丰,SF1319416269652,天津,0.82,3.8,2021-11-29
389,常州顺丰,SF1319416259650,吉林,1.32,4.8,2021-11-29
390,常州顺丰,SF1330609692905,黑龙江,0.82,13.5,2021-11-29
